id_vial,trayecto,pk,lat,lon
AP-7,E-15,455,39.81144847343354,-0.15722160556397177
CV-355,CV-355,6,39.962852276305405,-1.0947777727626122
CV-421,CV-421,5,39.429467793301704,-0.7312902739169418
CV-213,CV-213,15,39.93440799412802,-0.45368503029655594
CV-331,CV-331,0,39.61037644104684,-0.4685078018097323
CV-350,CV-350,7,39.93408109655854,-1.0066637802251004
A-3,A-3,323,39.450686045371896,-0.7369201435518381
A-7,E-15,318,39.5831534446263,-0.4124317587436393
CV-10,CV-10,88,40.49456900981809,0.23524916365169907
CV-300,DE LLÍRIA,6,39.568533603901464,-0.3279934231813322
CV-20,CV-20,7,39.956893353296834,-0.20917620054832456
